,last_fill_price_close,close_creation_date,qty_executed_close,last_fill_price_open,qty_executed_open,order_transaction_date,env,position_id,order_creation_date,average_fill_price_close,closing_order_id,close_transaction_date,order_id,option_symbol,underlying_symbol,average_fill_price_open,execution_strategy,close_reason,spread_position,average_fill_price_close_float,average_fill_price_open_float,pnlcoefficient,winloss
71,0.04,2024-03-25T15:45:24.522Z,7.0,0.05,7.0,2024-03-25T15:45:24.619Z,PROD_VAL,CVX-CDBFC1D-2024-03-25T15-45,2024-03-25T15:45:24.522Z,0.04,10921487,2024-03-25T19:10:49.714Z,10916984,CVX240328C00162500,CVX,0.05,None,"Breached floor pct, sell. -0.0037661012625940246 -0.00343158717396545",,0.04,0.05,-0.010000000000000002,L
72,0.01,2024-03-25T18:08:26.894Z,36.0,0.02,36.0,2024-03-25T18:08:26.919Z,PROD_VAL,CSCO-CDBFC1D-2024-03-25T18-08,2024-03-25T18:08:26.894Z,0.01,10929676,2024-03-26T13:50:46.356Z,10919691,CSCO240328C00051500,CSCO,0.02,None,"Failed momentum gate, sell.",,0.01,0.02,-0.01,L
73,0.13,2024-03-25T18:08:24.446Z,1.0,0.35,1.0,2024-03-25T18:08:24.466Z,PROD_VAL,BA-CDBFC1D-2024-03-25T18-08,2024-03-25T18:08:24.446Z,0.13,10929696,2024-03-26T13:50:48.598Z,10919681,BA240328C00200000,BA,0.35,None,"Failed momentum gate, sell.",,0.13,0.35,-0.21999999999999997,L
74,0.07,2024-03-25T19:07:19.113Z,6.0,0.07,6.0,2024-03-25T19:07:19.134Z,PROD_VAL,PLTR-CDBFC1D-2024-03-25T19-07,2024-03-25T19:07:19.113Z,0.07,10929803,2024-03-26T13:51:12.083Z,10921356,PLTR240328C00026000,PLTR,0.07,None,"Failed momentum gate, sell.",,0.07,0.07,0.0,W
75,0.01,2024-03-21T18:05:54.799Z,1.0,0.07,1.0,2024-03-21T18:05:54.849Z,PROD_VAL,SQ-CDBFC1D-2024-03-21T18-05,2024-03-21T18:05:54.799Z,0.01,10894438,2024-03-22T13:51:04.216Z,10888963,SQ240322C00089000,SQ,0.07,None,"Hit point of no confidence, sell.",,0.01,0.07,-0.060000000000000005,L
76,0.55,2024-03-25T18:08:24.203Z,1.0,1.05,1.0,2024-03-25T18:08:24.225Z,PROD_VAL,BA-CDBFC1D-2024-03-25T18-08,2024-03-25T18:08:24.203Z,0.55,10929725,2024-03-26T13:50:53.533Z,10919679,BA240328C00195000,BA,1.05,None,"Failed momentum gate, sell.",,0.55,1.05,-0.5,L
77,0.26,2024-03-25T18:08:31.824Z,1.0,0.34,1.0,2024-03-25T18:08:31.876Z,PROD_VAL,SNOW-CDBFC1D-2024-03-25T18-08,2024-03-25T18:08:31.824Z,0.26,10929764,2024-03-26T13:51:01.688Z,10919717,SNOW240328C00167500,SNOW,0.34,None,"Failed momentum gate, sell.",,0.26,0.34,-0.08000000000000002,L
78,0.12,2024-03-25T18:08:23.137Z,2.0,0.27,2.0,2024-03-25T18:08:23.153Z,PROD_VAL,AXP-CDBFC1D-2024-03-25T18-08,2024-03-25T18:08:23.137Z,0.12,10929984,2024-03-26T13:51:49.382Z,10919673,AXP240328C00232500,AXP,0.27,None,"Failed momentum gate, sell.",,0.12,0.27,-0.15000000000000002,L
79,0.23,2024-03-25T19:07:17.328Z,2.0,0.31,2.0,2024-03-25T19:07:17.345Z,PROD_VAL,QCOM-CDBFC1D-2024-03-25T19-07,2024-03-25T19:07:17.328Z,0.23,10929963,2024-03-26T13:51:44.412Z,10921345,QCOM240328C00175000,QCOM,0.31,None,"Failed momentum gate, sell.",,0.23,0.31,-0.07999999999999999,L
80,0.11,2024-03-25T17:06:28.150Z,2.0,0.21,2.0,2024-03-25T17:06:28.168Z,PROD_VAL,NKE-CDBFC1D-2024-03-25T17-06,2024-03-25T17:06:28.150Z,0.11,10929816,2024-03-26T13:51:15.329Z,10918695,NKE240328C00096000,NKE,0.21,None,"Failed momentum gate, sell.",,0.11,0.21,-0.09999999999999999,L
81,0.82,2024-03-25T16:07:08.468Z,1.0,0.89,1.0,2024-03-25T16:07:08.490Z,PROD_VAL,SNOW-CDBFC1D-2024-03-25T16-06,2024-03-25T16:07:08.468Z,0.82,10929822,2024-03-26T13:51:16.166Z,10917515,SNOW240328C00162500,SNOW,0.89,None,"Failed momentum gate, sell.",,0.82,0.89,-0.07000000000000006,L
82,0.01,2024-03-21T15:05:44.963Z,1.0,0.02,1.0,2024-03-21T15:05:45.048Z,PROD_VAL,TGT-CDBFC1D-2024-03-21T15-05,2024-03-21T15:05:44.963Z,0.01,10894397,2024-03-22T13:50:56.761Z,10884308,TGT240322C00177500,TGT,0.02,None,"Failed momentum gate, sell.",,0.01,0.02,-0.01,L
83,0.01,2024-03-25T17:06:25.257Z,39.0,0.02,39.0,2024-03-25T17:06:25.289Z,PROD_VAL,CSCO-CDBFC1D-2024-03-25T17-06,2024-03-25T17:06:25.257Z,0.01,10929849,2024-03-26T13:51:20.266Z,10918679,CSCO240328C00051500,CSCO,0.02,None,"Failed momentum gate, sell.",,0.01,0.02,-0.01,L
84,0.04,2024-03-21T17:05:58.453Z,1.0,0.15,1.0,2024-03-21T17:05:58.476Z,PROD_VAL,TGT-CDBFC1D-2024-03-21T17-05,2024-03-21T17:05:58.453Z,0.04,10894433,2024-03-22T13:51:02.997Z,10887193,TGT240322C00172500,TGT,0.15,None,"Failed momentum gate, sell.",,0.04,0.15,-0.10999999999999999,L
85,0.05,2024-03-25T18:08:27.900Z,6.0,0.1,6.0,2024-03-25T18:08:27.917Z,PROD_VAL,GM-CDBFC1D-2024-03-25T18-08,2024-03-25T18:08:27.900Z,0.05,10929966,2024-03-26T13:51:45.680Z,10919697,GM240328C00045000,GM,0.1,None,"Failed momentum gate, sell.",,0.05,0.1,-0.05,L
86,0.09,2024-03-25T18:08:24.802Z,7.0,0.17,7.0,2024-03-25T18:08:24.822Z,PROD_VAL,CVX-CDBFC1D-2024-03-25T18-08,2024-03-25T18:08:24.802Z,0.09,10929720,2024-03-26T13:50:52.825Z,10919683,CVX240328C00160000,CVX,0.17,None,"Failed momentum gate, sell.",,0.09,0.17,-0.08000000000000002,L
87,0.02,2024-03-25T19:07:12.513Z,7.0,0.05,7.0,2024-03-25T19:07:12.534Z,PROD_VAL,CVX-CDBFC1D-2024-03-25T19-07,2024-03-25T19:07:12.513Z,0.02,10929791,2024-03-26T13:51:08.960Z,10921318,CVX240328C00162500,CVX,0.05,None,"Failed momentum gate, sell.",,0.02,0.05,-0.030000000000000002,L
88,0.47,2024-03-25T19:07:17.002Z,1.0,0.66,1.0,2024-03-25T19:07:17.018Z,PROD_VAL,QCOM-CDBFC1D-2024-03-25T19-07,2024-03-25T19:07:17.002Z,0.47,10929977,2024-03-26T13:51:47.507Z,10921343,QCOM240328C00172500,QCOM,0.66,None,"Failed momentum gate, sell.",,0.47,0.66,-0.19000000000000006,L
89,0.05,2024-03-25T15:45:29.924Z,7.0,0.12,7.0,2024-03-25T15:45:29.948Z,PROD_VAL,GM-CDBFC1D-2024-03-25T15-45,2024-03-25T15:45:29.924Z,0.05,10929784,2024-03-26T13:51:06.251Z,10916991,GM240328C00045000,GM,0.12,None,"Failed momentum gate, sell.",,0.05,0.12,-0.06999999999999999,L
90,1.48,2024-03-25T15:45:33.965Z,1.0,1.42,1.0,2024-03-25T15:45:34.094Z,PROD_VAL,SNOW-CDBFC1D-2024-03-25T15-45,2024-03-25T15:45:33.965Z,1.48,10929811,2024-03-26T13:51:14.483Z,10917000,SNOW240328C00160000,SNOW,1.42,None,"Failed momentum gate, sell.",,1.48,1.42,0.06000000000000005,W
91,0.5,2024-03-25T19:07:13.456Z,1.0,0.57,1.0,2024-03-25T19:07:13.473Z,PROD_VAL,DIS-CDBFC1D-2024-03-25T19-07,2024-03-25T19:07:13.456Z,0.5,10929975,2024-03-26T13:51:46.935Z,10921323,DIS240328C00120000,DIS,0.57,None,"Failed momentum gate, sell.",,0.5,0.57,-0.06999999999999995,L
92,0.02,2024-03-21T16:06:01.113Z,1.0,0.02,1.0,2024-03-21T16:06:01.132Z,PROD_VAL,XOM-CDBFC1D-2024-03-21T16-05,2024-03-21T16:06:01.113Z,0.02,10894402,2024-03-22T13:50:58.266Z,10885623,XOM240322C00117000,XOM,0.02,None,"Hit point of no confidence, sell.",,0.02,0.02,0.0,W
93,0.01,2024-03-21T18:05:52.763Z,1.0,0.03,1.0,2024-03-21T18:05:52.782Z,PROD_VAL,DIS-CDBFC1D-2024-03-21T18-05,2024-03-21T18:05:52.763Z,0.01,10894392,2024-03-22T13:50:54.840Z,10888957,DIS240322C00121000,DIS,0.03,None,"Hit point of no confidence, sell.",,0.01,0.03,-0.019999999999999997,L
94,0.29,2024-03-25T15:45:32.827Z,3.0,0.43,3.0,2024-03-25T15:45:32.863Z,PROD_VAL,UBER-CDBFC1D-2024-03-25T15-45,2024-03-25T15:45:32.827Z,0.29,10929714,2024-03-26T13:50:51.570Z,10916998,UBER240328C00082000,UBER,0.43,None,"Hit point of no confidence, sell.",,0.29,0.43,-0.14,L
95,0.09,2024-03-25T15:45:36.724Z,5.0,0.13,5.0,2024-03-25T15:45:36.846Z,PROD_VAL,NKE-CDBFC1D-2024-03-25T15-45,2024-03-25T15:45:36.724Z,0.09,10917915,2024-03-25T16:30:58.973Z,10917009,NKE240328C00097000,NKE,0.13,None,"Breached floor pct, sell. -0.008984287335526524 -0.00784946430460835",,0.09,0.13,-0.04000000000000001,L
96,0.22,2024-03-25T15:45:22.891Z,2.0,0.28,2.0,2024-03-25T15:45:22.936Z,PROD_VAL,AMZN-CDBFC1D-2024-03-25T15-45,2024-03-25T15:45:22.891Z,0.22,10929926,2024-03-26T13:51:33.881Z,10916978,AMZN240328C00185000,AMZN,0.28,None,"Failed momentum gate, sell.",,0.22,0.28,-0.060000000000000026,L
97,0.22,2024-03-25T18:08:30.445Z,2.0,0.28,2.0,2024-03-25T18:08:30.548Z,PROD_VAL,QCOM-CDBFC1D-2024-03-25T18-08,2024-03-25T18:08:30.445Z,0.22,10929689,2024-03-26T13:50:47.761Z,10919710,QCOM240328C00175000,QCOM,0.28,None,"Failed momentum gate, sell.",,0.22,0.28,-0.060000000000000026,L
0,0.5,2024-03-26T16:07:19.040Z,5.0,0.15,5.0,2024-03-26T16:07:19.060Z,PROD_VAL,INTC-CDBFC1D-2024-03-26T16-07,2024-03-26T16:07:19.040Z,0.5,10947710,2024-03-27T13:51:02.736Z,10934239,INTC240328C00043000,INTC,0.15,None,"Hit exit target, sell.",,0.5,0.15,0.35,W
1,0.03,2024-03-26T17:06:37.058Z,4.0,0.05,4.0,2024-03-26T17:06:37.098Z,PROD_VAL,AAPL-CDBFC1D-2024-03-26T17-06,2024-03-26T17:06:37.058Z,0.03,10936886,2024-03-26T18:10:55.327Z,10935489,AAPL240328C00177500,AAPL,0.05,None,"Breached floor pct, sell. -0.005752240810487219 -0.0056735578469675",,0.03,0.05,-0.020000000000000004,L
2,0.29,2024-03-26T19:06:12.375Z,1.0,0.5,1.0,2024-03-26T19:06:12.424Z,PROD_VAL,ABNB-CDBFC1D-2024-03-26T19-05,2024-03-26T19:06:12.375Z,0.29,10939331,2024-03-26T19:50:48.293Z,10937983,ABNB240328C00172500,ABNB,0.5,None,"Breached floor pct, sell. -0.006718560393050528 -0.0065027980540826",,0.29,0.5,-0.21000000000000002,L
3,0.07,2024-03-26T19:06:07.254Z,4.0,0.15,4.0,2024-03-26T19:06:07.281Z,PROD_VAL,XOM-CDBFC1D-2024-03-26T19-05,2024-03-26T19:06:07.254Z,0.07,10947619,2024-03-27T13:50:47.433Z,10937965,XOM240328C00116000,XOM,0.15,None,"Failed momentum gate, sell.",,0.07,0.15,-0.07999999999999999,L
4,0.09,2024-03-25T15:45:24.842Z,18.0,0.1,18.0,2024-03-25T15:45:24.968Z,PROD_VAL,C-CDBFC1D-2024-03-25T15-45,2024-03-25T15:45:24.842Z,0.09,10934036,2024-03-26T16:01:02.115Z,10916985,C240328C00063000,C,0.1,None,"Hit exit target, sell.",,0.09,0.1,-0.010000000000000009,L
5,0.52,2024-03-26T15:06:29.238Z,1.0,1.06,1.0,2024-03-26T15:06:29.254Z,PROD_VAL,BA-CDBFC1D-2024-03-26T15-06,2024-03-26T15:06:29.238Z,0.52,10937115,2024-03-26T18:21:00.039Z,10932796,BA240328C00192500,BA,1.06,None,"Breached floor pct, sell. -0.007323586177722652 -0.00716646468311915",,0.52,1.06,-0.54,L
6,0.42,2024-03-25T17:06:27.338Z,1.0,0.48,1.0,2024-03-25T17:06:27.359Z,PROD_VAL,SNOW-CDBFC1D-2024-03-25T17-06,2024-03-25T17:06:27.338Z,0.42,10930001,2024-03-26T13:51:55.302Z,10918691,SNOW240328C00165000,SNOW,0.48,None,"Failed momentum gate, sell.",,0.42,0.48,-0.06,L
7,0.13,2024-03-26T16:07:16.592Z,7.0,0.13,7.0,2024-03-26T16:07:16.612Z,PROD_VAL,AAPL-CDBFC1D-2024-03-26T16-07,2024-03-26T16:07:16.592Z,0.13,10951929,2024-03-27T16:21:10.912Z,10934232,AAPL240328C00175000,AAPL,0.13,None,"Failed momentum gate, sell.",,0.13,0.13,0.0,W
8,0.21,2024-03-26T17:06:41.667Z,1.0,0.37,1.0,2024-03-26T17:06:41.698Z,PROD_VAL,SNOW-CDBFC1D-2024-03-26T17-06,2024-03-26T17:06:41.667Z,0.21,10938395,2024-03-26T19:20:54.561Z,10935508,SNOW240328C00167500,SNOW,0.37,None,"Breached floor pct, sell. -0.009099407915238266 -0.00608042290777025",,0.21,0.37,-0.16,L
9,0.31,2024-03-25T18:08:34.025Z,2.0,0.2,2.0,2024-03-25T18:08:34.049Z,PROD_VAL,TGT-CDBFC1D-2024-03-25T18-08,2024-03-25T18:08:34.025Z,0.31,10930322,2024-03-26T14:00:50.026Z,10919731,TGT240328C00177500,TGT,0.2,None,"Failed momentum gate, sell.",,0.31,0.2,0.10999999999999999,W
10,0.28,2024-03-26T16:07:19.338Z,4.0,0.09,4.0,2024-03-26T16:07:19.362Z,PROD_VAL,INTC-CDBFC1D-2024-03-26T16-07,2024-03-26T16:07:19.338Z,0.28,10947691,2024-03-27T13:50:59.619Z,10934241,INTC240328C00043500,INTC,0.09,None,"Hit exit target, sell.",,0.28,0.09,0.19000000000000003,W
11,0.24,2024-03-25T18:08:21.846Z,4.0,0.27,4.0,2024-03-25T18:08:21.870Z,PROD_VAL,AMZN-CDBFC1D-2024-03-25T18-08,2024-03-25T18:08:21.846Z,0.24,10929988,2024-03-26T13:51:50.534Z,10919667,AMZN240328C00185000,AMZN,0.27,None,"Failed momentum gate, sell.",,0.24,0.27,-0.030000000000000027,L
12,0.08,2024-03-26T17:06:39.308Z,4.0,0.16,4.0,2024-03-26T17:06:39.354Z,PROD_VAL,XOM-CDBFC1D-2024-03-26T17-06,2024-03-26T17:06:39.308Z,0.08,10947567,2024-03-27T13:50:34.307Z,10935498,XOM240328C00116000,XOM,0.16,None,"Failed momentum gate, sell.",,0.08,0.16,-0.08,L
13,0.01,2024-03-25T18:08:26.335Z,8.0,0.05,8.0,2024-03-25T18:08:26.357Z,PROD_VAL,CVX-CDBFC1D-2024-03-25T18-08,2024-03-25T18:08:26.335Z,0.01,10938166,2024-03-26T19:10:48.794Z,10919687,CVX240328C00162500,CVX,0.05,None,"End of day, sell.",,0.01,0.05,-0.04,L
14,0.02,2024-03-26T15:06:33.269Z,1.0,0.21,1.0,2024-03-26T15:06:33.293Z,PROD_VAL,V-CDBFC1D-2024-03-26T15-06,2024-03-26T15:06:33.269Z,0.02,10947668,2024-03-27T13:50:56.749Z,10932806,V240328C00287500,V,0.21,None,"Hit point of no confidence, sell.",,0.02,0.21,-0.19,L
15,0.2,2024-03-25T17:06:27.813Z,3.0,0.39,3.0,2024-03-25T17:06:27.830Z,PROD_VAL,NKE-CDBFC1D-2024-03-25T17-06,2024-03-25T17:06:27.813Z,0.2,10930006,2024-03-26T13:51:57.060Z,10918693,NKE240328C00095000,NKE,0.39,None,"Failed momentum gate, sell.",,0.2,0.39,-0.19,L
16,0.37,2024-03-25T19:07:10.528Z,1.0,0.32,1.0,2024-03-25T19:07:10.596Z,PROD_VAL,IWM-CDBFC1D-2024-03-25T19-07,2024-03-25T19:07:10.528Z,0.37,10930018,2024-03-26T13:52:02.153Z,10921305,IWM240328C00210000,IWM,0.32,None,"Failed momentum gate, sell.",,0.37,0.32,0.04999999999999999,W
17,0.13,2024-03-26T15:06:28.614Z,7.0,0.14,7.0,2024-03-26T15:06:28.637Z,PROD_VAL,AAPL-CDBFC1D-2024-03-26T15-06,2024-03-26T15:06:28.614Z,0.13,10951911,2024-03-27T16:20:59.429Z,10932791,AAPL240328C00175000,AAPL,0.14,None,"Failed momentum gate, sell.",,0.13,0.14,-0.010000000000000009,L
18,0.02,2024-03-26T19:06:07.601Z,4.0,0.07,4.0,2024-03-26T19:06:07.624Z,PROD_VAL,XOM-CDBFC1D-2024-03-26T19-05,2024-03-26T19:06:07.601Z,0.02,10947569,2024-03-27T13:50:34.872Z,10937967,XOM240328C00117000,XOM,0.07,None,"Failed momentum gate, sell.",,0.02,0.07,-0.05,L
19,1.45,2024-03-25T18:08:20.182Z,1.0,1.3,1.0,2024-03-25T18:08:20.197Z,PROD_VAL,QQQ-CDBFC1D-2024-03-25T18-08,2024-03-25T18:08:20.182Z,1.45,10930014,2024-03-26T13:52:00.713Z,10919662,QQQ240328C00449000,QQQ,1.3,None,"Failed momentum gate, sell.",,1.45,1.3,0.1499999999999999,W
20,0.22,2024-03-26T15:06:29.477Z,1.0,0.53,1.0,2024-03-26T15:06:29.496Z,PROD_VAL,BA-CDBFC1D-2024-03-26T15-06,2024-03-26T15:06:29.477Z,0.22,10937123,2024-03-26T18:21:08.978Z,10932798,BA240328C00195000,BA,0.53,None,"Breached floor pct, sell. -0.008010998598736297 -0.00716646468311915",,0.22,0.53,-0.31000000000000005,L
21,0.17,2024-03-26T19:06:11.569Z,1.0,0.24,1.0,2024-03-26T19:06:11.598Z,PROD_VAL,SNOW-CDBFC1D-2024-03-26T19-05,2024-03-26T19:06:11.569Z,0.17,10938842,2024-03-26T19:40:57.973Z,10937981,SNOW240328C00167500,SNOW,0.24,None,"Breached floor pct, sell. -0.00689419581296221 -0.0061967604753718",,0.17,0.24,-0.06999999999999998,L
22,0.31,2024-03-26T19:06:11.262Z,1.0,0.44,1.0,2024-03-26T19:06:11.284Z,PROD_VAL,SNOW-CDBFC1D-2024-03-26T19-05,2024-03-26T19:06:11.262Z,0.31,10938836,2024-03-26T19:40:54.915Z,10937979,SNOW240328C00165000,SNOW,0.44,None,"Breached floor pct, sell. -0.00689419581296221 -0.0061967604753718",,0.31,0.44,-0.13,L
23,0.1,2024-03-26T19:06:13.917Z,6.0,0.1,6.0,2024-03-26T19:06:14.002Z,PROD_VAL,SBUX-CDBFC1D-2024-03-26T19-05,2024-03-26T19:06:13.917Z,0.1,10947656,2024-03-27T13:50:54.576Z,10937990,SBUX240328C00092000,SBUX,0.1,None,"Hit exit target, sell.",,0.1,0.1,0.0,W
24,0.22,2024-03-26T14:06:47.850Z,2.0,0.45,2.0,2024-03-26T14:06:47.877Z,PROD_VAL,AMZN-CDBFC1D-2024-03-26T14-06,2024-03-26T14:06:47.850Z,0.22,10939342,2024-03-26T19:50:54.342Z,10930703,AMZN240328C00182500,AMZN,0.45,None,"Breached floor pct, sell. -0.005065979102488347 -0.0046845441724535",,0.22,0.45,-0.23,L
25,0.19,2024-03-25T18:08:28.142Z,3.0,0.27,3.0,2024-03-25T18:08:28.156Z,PROD_VAL,INTC-CDBFC1D-2024-03-25T18-08,2024-03-25T18:08:28.142Z,0.19,10930034,2024-03-26T13:52:07.255Z,10919699,INTC240328C00043000,INTC,0.27,None,"Failed momentum gate, sell.",,0.19,0.27,-0.08000000000000002,L
26,0.93,2024-03-25T18:08:32.771Z,1.0,0.6,1.0,2024-03-25T18:08:32.900Z,PROD_VAL,ABNB-CDBFC1D-2024-03-25T18-08,2024-03-25T18:08:32.771Z,0.93,10930008,2024-03-26T13:51:57.586Z,10919724,ABNB240328C00172500,ABNB,0.6,None,"Failed momentum gate, sell.",,0.93,0.6,0.33000000000000007,W
27,0.11,2024-03-25T19:07:15.518Z,2.0,0.17,2.0,2024-03-25T19:07:15.537Z,PROD_VAL,INTC-CDBFC1D-2024-03-25T19-07,2024-03-25T19:07:15.518Z,0.11,10930015,2024-03-26T13:52:01.239Z,10921336,INTC240328C00043500,INTC,0.17,None,"Failed momentum gate, sell.",,0.11,0.17,-0.06000000000000001,L
28,0.11,2024-03-26T15:06:33.020Z,2.0,0.53,2.0,2024-03-26T15:06:33.045Z,PROD_VAL,V-CDBFC1D-2024-03-26T15-06,2024-03-26T15:06:33.020Z,0.11,10947698,2024-03-27T13:51:01.445Z,10932804,V240328C00285000,V,0.53,None,"Hit point of no confidence, sell.",,0.11,0.53,-0.42000000000000004,L
29,0.12,2024-03-26T18:06:40.245Z,6.0,0.12,6.0,2024-03-26T18:06:40.269Z,PROD_VAL,AAPL-CDBFC1D-2024-03-26T18-06,2024-03-26T18:06:40.245Z,0.12,10948179,2024-03-27T14:00:56.012Z,10936774,AAPL240328C00175000,AAPL,0.12,None,"Hit exit target, sell.",,0.12,0.12,0.0,W
30,0.46,2024-03-26T19:06:08.188Z,3.0,0.17,3.0,2024-03-26T19:06:08.224Z,PROD_VAL,INTC-CDBFC1D-2024-03-26T19-05,2024-03-26T19:06:08.188Z,0.46,10947641,2024-03-27T13:50:50.871Z,10937969,INTC240328C00043000,INTC,0.17,None,"Hit exit target, sell.",,0.46,0.17,0.29000000000000004,W
31,0.11,2024-03-26T17:06:37.609Z,1.0,0.18,1.0,2024-03-26T17:06:37.636Z,PROD_VAL,BA-CDBFC1D-2024-03-26T17-06,2024-03-26T17:06:37.609Z,0.11,10936884,2024-03-26T18:10:51.127Z,10935493,BA240328C00197500,BA,0.18,None,"Breached floor pct, sell. -0.007186261558784749 -0.00705261771462565",,0.11,0.18,-0.06999999999999999,L
32,0.06,2024-03-26T14:06:48.165Z,3.0,0.15,3.0,2024-03-26T14:06:48.204Z,PROD_VAL,AMZN-CDBFC1D-2024-03-26T14-06,2024-03-26T14:06:48.165Z,0.06,10939429,2024-03-26T19:51:16.523Z,10930704,AMZN240328C00185000,AMZN,0.15,None,"Breached floor pct, sell. -0.005121655320781385 -0.0046845441724535",,0.06,0.15,-0.09,L
33,0.27,2024-03-26T15:06:32.757Z,5.0,0.08,5.0,2024-03-26T15:06:32.784Z,PROD_VAL,INTC-CDBFC1D-2024-03-26T15-06,2024-03-26T15:06:32.757Z,0.27,10947593,2024-03-27T13:50:43.342Z,10932803,INTC240328C00043500,INTC,0.08,None,"Hit exit target, sell.",,0.27,0.08,0.19,W
34,0.82,2024-03-25T15:45:35.706Z,3.0,0.58,3.0,2024-03-25T15:45:35.795Z,PROD_VAL,TGT-CDBFC1D-2024-03-25T15-45,2024-03-25T15:45:35.706Z,0.82,10930333,2024-03-26T14:00:52.479Z,10917003,TGT240328C00175000,TGT,0.58,None,"Failed momentum gate, sell.",,0.82,0.58,0.24,W
35,0.16,2024-03-25T16:07:08.157Z,2.0,0.2,2.0,2024-03-25T16:07:08.178Z,PROD_VAL,V-CDBFC1D-2024-03-25T16-06,2024-03-25T16:07:08.157Z,0.16,10930025,2024-03-26T13:52:03.838Z,10917514,V240328C00287500,V,0.2,None,"Hit point of no confidence, sell.",,0.16,0.2,-0.04000000000000001,L
36,0.47,2024-03-26T16:07:17.225Z,1.0,0.71,1.0,2024-03-26T16:07:17.272Z,PROD_VAL,BA-CDBFC1D-2024-03-26T16-07,2024-03-26T16:07:17.225Z,0.47,10937285,2024-03-26T18:30:53.728Z,10934234,BA240328C00192500,BA,0.71,None,"Breached floor pct, sell. -0.007792507974610577 -0.0072432451967543",,0.47,0.71,-0.24,L
37,0.22,2024-03-26T18:06:39.692Z,2.0,0.38,2.0,2024-03-26T18:06:39.728Z,PROD_VAL,AMZN-CDBFC1D-2024-03-26T18-06,2024-03-26T18:06:39.692Z,0.22,10939358,2024-03-26T19:50:58.518Z,10936772,AMZN240328C00182500,AMZN,0.38,None,"Breached floor pct, sell. -0.005204999025802334 -0.00481592450453825",,0.22,0.38,-0.16,L
38,0.06,2024-03-26T17:06:43.326Z,2.0,0.22,2.0,2024-03-26T17:06:43.350Z,PROD_VAL,ABNB-CDBFC1D-2024-03-26T17-06,2024-03-26T17:06:43.326Z,0.06,10947647,2024-03-27T13:50:51.954Z,10935513,ABNB240328C00175000,ABNB,0.22,None,"Hit point of no confidence, sell.",,0.06,0.22,-0.16,L
39,0.46,2024-03-25T19:07:11.938Z,1.0,1.11,1.0,2024-03-25T19:07:11.960Z,PROD_VAL,BA-CDBFC1D-2024-03-25T19-07,2024-03-25T19:07:11.938Z,0.46,10929994,2024-03-26T13:51:52.658Z,10921314,BA240328C00195000,BA,1.11,None,"Hit point of no confidence, sell.",,0.46,1.11,-0.6500000000000001,L
40,0.13,2024-03-26T14:06:49.672Z,1.0,0.29,1.0,2024-03-26T14:06:49.692Z,PROD_VAL,BA-CDBFC1D-2024-03-26T14-06,2024-03-26T14:06:49.672Z,0.13,10936597,2024-03-26T18:01:16.167Z,10930706,BA240328C00197500,BA,0.29,None,"Breached floor pct, sell. -0.00723184121621624 -0.0068474284109455",,0.13,0.29,-0.15999999999999998,L
41,0.62,2024-03-26T19:06:09.509Z,1.0,0.76,1.0,2024-03-26T19:06:09.553Z,PROD_VAL,TSLA-CDBFC1D-2024-03-26T19-05,2024-03-26T19:06:09.509Z,0.62,10947556,2024-03-27T13:50:31.959Z,10937972,TSLA240328C00185000,TSLA,0.76,None,"Failed momentum gate, sell.",,0.62,0.76,-0.14,L
42,0.32,2024-03-26T17:06:36.076Z,1.0,0.45,1.0,2024-03-26T17:06:36.095Z,PROD_VAL,AMZN-CDBFC1D-2024-03-26T17-06,2024-03-26T17:06:36.076Z,0.32,10938637,2024-03-26T19:30:56.555Z,10935483,AMZN240328C00182500,AMZN,0.45,None,"Breached floor pct, sell. -0.005198776758409799 -0.0047837782530707",,0.32,0.45,-0.13,L
43,0.31,2024-03-26T15:06:34.775Z,2.0,0.35,2.0,2024-03-26T15:06:34.797Z,PROD_VAL,SNOW-CDBFC1D-2024-03-26T15-06,2024-03-26T15:06:34.775Z,0.31,10948163,2024-03-27T14:00:48.638Z,10932811,SNOW240328C00165000,SNOW,0.35,None,"Failed momentum gate, sell.",,0.31,0.35,-0.03999999999999998,L
44,0.03,2024-03-26T15:06:28.960Z,6.0,0.06,6.0,2024-03-26T15:06:28.988Z,PROD_VAL,AAPL-CDBFC1D-2024-03-26T15-06,2024-03-26T15:06:28.960Z,0.03,10951917,2024-03-27T16:21:06.594Z,10932794,AAPL240328C00177500,AAPL,0.06,None,"Failed momentum gate, sell.",,0.03,0.06,-0.03,L
45,0.01,2024-03-26T18:06:43.388Z,5.0,0.03,5.0,2024-03-26T18:06:43.410Z,PROD_VAL,JPM-CDBFC1D-2024-03-26T18-06,2024-03-26T18:06:43.388Z,0.01,10947610,2024-03-27T13:50:45.725Z,10936779,JPM240328C00202500,JPM,0.03,None,"Failed momentum gate, sell.",,0.01,0.03,-0.019999999999999997,L
46,0.56,2024-03-26T17:06:37.340Z,1.0,0.84,1.0,2024-03-26T17:06:37.367Z,PROD_VAL,BA-CDBFC1D-2024-03-26T17-06,2024-03-26T17:06:37.340Z,0.56,10936905,2024-03-26T18:11:10.883Z,10935491,BA240328C00192500,BA,0.84,None,"Breached floor pct, sell. -0.007570937912813665 -0.00705261771462565",,0.56,0.84,-0.2799999999999999,L
